Tue Jun  1 12:16:27 2021
First batch shape: (The shape of batches are not same)
torch.Size([13, 8, 512]) 12
epo0 <tr>-<gen>: l_dis=1.47-1.47, l_cla=6.22-6.22, l_rec=66.57-90.42, l1=0.00, cer=146.42-122.24-121.92, time=56.7
epo165 <tr>-<gen>: l_dis=0.47-2.58, l_cla=4.24-4.30, l_rec=22.62-46.06, l1=0.00, cer=40.06-55.32-54.97, time=34.4
epo166 <tr>-<gen>: l_dis=0.45-3.05, l_cla=4.26-4.58, l_rec=24.66-44.64, l1=0.00, cer=42.38-54.68-54.55, time=34.3
epo167 <tr>-<gen>: l_dis=0.33-3.76, l_cla=4.24-4.45, l_rec=23.31-46.18, l1=0.00, cer=40.33-55.34-55.69, time=34.6
epo168 <tr>-<gen>: l_dis=0.37-3.44, l_cla=4.24-4.56, l_rec=24.67-45.54, l1=0.00, cer=42.90-54.96-55.24, time=34.5
epo169 <tr>-<gen>: l_dis=0.38-4.13, l_cla=4.22-4.43, l_rec=24.00-45.62, l1=0.00, cer=39.11-55.09-56.10, time=34.0
epo170 <tr>-<gen>: l_dis=0.29-4.14, l_cla=4.30-4.38, l_rec=24.52-45.54, l1=0.00, cer=41.07-55.41-57.56, time=34.5
epo171 <tr>-<gen>: l_dis=0.27-4.18, l_cla=4.36-4.39, l_rec=23.74-44.67, l1=0.00, cer=41.02-54.88-54.81, time=34.2
epo172 <tr>-<gen>: l_dis=0.29-4.23, l_cla=4.25-4.47, l_rec=22.49-45.24, l1=0.00, cer=37.96-54.38-54.01, time=34.5
epo173 <tr>-<gen>: l_dis=0.33-4.54, l_cla=4.26-4.41, l_rec=21.66-45.76, l1=0.00, cer=39.62-56.10-56.01, time=34.4
epo174 <tr>-<gen>: l_dis=0.28-4.87, l_cla=4.21-4.40, l_rec=21.36-44.94, l1=0.00, cer=38.87-53.34-54.68, time=34.3
epo175 <tr>-<gen>: l_dis=0.30-4.34, l_cla=4.24-4.67, l_rec=21.48-45.26, l1=0.00, cer=37.55-54.43-54.61, time=34.4
epo176 <tr>-<gen>: l_dis=0.26-4.03, l_cla=4.13-4.39, l_rec=22.02-45.05, l1=0.00, cer=38.30-54.32-54.24, time=34.1
epo177 <tr>-<gen>: l_dis=0.20-5.14, l_cla=4.20-4.47, l_rec=23.48-46.21, l1=0.00, cer=39.70-56.45-55.04, time=34.3
epo178 <tr>-<gen>: l_dis=0.22-4.68, l_cla=4.23-4.50, l_rec=21.24-45.42, l1=0.00, cer=38.71-55.50-55.08, time=34.4
epo179 <tr>-<gen>: l_dis=0.29-4.73, l_cla=4.16-4.55, l_rec=24.37-45.75, l1=0.00, cer=39.92-54.27-56.03, time=34.3
epo180 <tr>-<gen>: l_dis=0.23-4.50, l_cla=4.19-4.37, l_rec=22.09-45.96, l1=0.00, cer=38.20-54.31-55.11, time=34.3
EVAL: l_dis=3.986, l_cla=9.951, l_rec=42.829, cer=55.41-51.57, time=11.6
epo181 <tr>-<gen>: l_dis=0.24-5.10, l_cla=4.21-4.89, l_rec=23.52-45.49, l1=0.00, cer=40.23-55.09-53.85, time=33.9
epo182 <tr>-<gen>: l_dis=0.25-4.24, l_cla=4.22-5.02, l_rec=22.61-43.95, l1=0.00, cer=38.30-52.82-54.49, time=34.5
epo183 <tr>-<gen>: l_dis=0.18-4.93, l_cla=4.18-4.50, l_rec=21.80-44.77, l1=0.00, cer=36.27-54.68-54.32, time=34.2
epo184 <tr>-<gen>: l_dis=0.23-4.71, l_cla=4.27-4.34, l_rec=22.35-43.85, l1=0.00, cer=39.24-53.56-53.39, time=34.4
epo185 <tr>-<gen>: l_dis=0.17-5.00, l_cla=4.22-4.19, l_rec=22.09-43.39, l1=0.00, cer=38.27-52.67-53.41, time=34.0
epo186 <tr>-<gen>: l_dis=0.28-4.16, l_cla=4.20-4.20, l_rec=24.87-43.41, l1=0.00, cer=39.44-51.75-53.12, time=34.7
epo187 <tr>-<gen>: l_dis=0.30-4.23, l_cla=4.16-4.35, l_rec=21.94-42.30, l1=0.00, cer=37.68-51.75-54.20, time=34.1
epo188 <tr>-<gen>: l_dis=0.39-3.54, l_cla=4.20-4.45, l_rec=23.27-42.83, l1=0.00, cer=39.74-51.89-52.46, time=34.2
epo189 <tr>-<gen>: l_dis=0.22-4.34, l_cla=4.26-4.40, l_rec=21.67-42.66, l1=0.00, cer=37.38-52.90-53.07, time=34.2
epo190 <tr>-<gen>: l_dis=0.21-4.82, l_cla=4.21-4.20, l_rec=22.90-42.96, l1=0.00, cer=39.33-50.99-52.67, time=34.4
epo191 <tr>-<gen>: l_dis=0.21-4.45, l_cla=4.29-4.21, l_rec=21.58-41.36, l1=0.00, cer=37.14-51.26-51.24, time=34.1
epo192 <tr>-<gen>: l_dis=0.22-4.93, l_cla=4.19-4.39, l_rec=21.47-43.53, l1=0.00, cer=37.31-53.85-53.17, time=34.4
epo193 <tr>-<gen>: l_dis=0.24-4.39, l_cla=4.33-4.48, l_rec=22.01-42.89, l1=0.00, cer=38.61-50.63-51.77, time=34.3
epo194 <tr>-<gen>: l_dis=0.21-4.51, l_cla=4.24-4.32, l_rec=22.36-42.95, l1=0.00, cer=38.94-51.52-50.41, time=34.3
epo195 <tr>-<gen>: l_dis=0.28-4.98, l_cla=4.17-4.27, l_rec=21.17-42.10, l1=0.00, cer=37.44-53.07-52.30, time=34.4
epo196 <tr>-<gen>: l_dis=0.20-4.90, l_cla=4.18-4.38, l_rec=21.04-41.90, l1=0.00, cer=35.53-51.19-51.81, time=34.0
epo197 <tr>-<gen>: l_dis=0.22-5.14, l_cla=4.28-4.34, l_rec=21.80-43.80, l1=0.00, cer=38.16-53.92-53.15, time=34.3
epo198 <tr>-<gen>: l_dis=0.32-4.81, l_cla=4.16-4.48, l_rec=21.72-42.82, l1=0.00, cer=36.43-52.21-51.63, time=34.2
epo199 <tr>-<gen>: l_dis=0.30-4.67, l_cla=4.15-4.12, l_rec=21.57-41.96, l1=0.00, cer=36.77-52.24-50.15, time=33.9
epo200 <tr>-<gen>: l_dis=0.28-4.17, l_cla=4.19-4.25, l_rec=21.41-42.29, l1=0.00, cer=35.79-52.63-52.08, time=34.4
EVAL: l_dis=4.200, l_cla=9.651, l_rec=41.399, cer=52.87-51.14, time=11.5
epo201 <tr>-<gen>: l_dis=0.28-4.09, l_cla=4.00-4.52, l_rec=21.35-40.49, l1=0.00, cer=37.66-48.86-50.95, time=35.6
epo202 <tr>-<gen>: l_dis=0.26-4.92, l_cla=4.11-4.16, l_rec=21.65-42.85, l1=0.00, cer=36.68-52.93-53.03, time=33.9
epo203 <tr>-<gen>: l_dis=0.22-3.98, l_cla=4.12-4.32, l_rec=20.53-41.57, l1=0.00, cer=35.79-50.88-50.83, time=34.6
epo204 <tr>-<gen>: l_dis=0.16-5.35, l_cla=4.18-4.16, l_rec=21.14-42.22, l1=0.00, cer=35.76-51.32-50.65, time=34.3
epo205 <tr>-<gen>: l_dis=0.17-4.85, l_cla=4.12-4.15, l_rec=21.75-41.49, l1=0.00, cer=36.77-50.21-51.63, time=34.6
epo206 <tr>-<gen>: l_dis=0.27-4.71, l_cla=4.10-4.27, l_rec=21.14-40.62, l1=0.00, cer=34.83-51.11-48.63, time=34.2
epo207 <tr>-<gen>: l_dis=0.20-4.81, l_cla=4.11-4.13, l_rec=20.94-42.33, l1=0.00, cer=34.78-53.04-51.42, time=34.5
epo208 <tr>-<gen>: l_dis=0.29-5.29, l_cla=4.27-4.24, l_rec=21.72-43.15, l1=0.00, cer=37.17-52.26-52.88, time=34.3
epo209 <tr>-<gen>: l_dis=0.19-4.93, l_cla=4.14-4.28, l_rec=20.57-42.06, l1=0.00, cer=36.76-51.69-51.45, time=34.2
epo210 <tr>-<gen>: l_dis=0.26-5.44, l_cla=4.13-4.25, l_rec=21.76-41.66, l1=0.00, cer=35.71-50.36-51.28, time=34.5
epo211 <tr>-<gen>: l_dis=0.23-4.89, l_cla=4.05-4.30, l_rec=20.82-41.86, l1=0.00, cer=35.51-50.60-51.15, time=34.2
epo212 <tr>-<gen>: l_dis=0.21-4.49, l_cla=4.16-4.20, l_rec=19.35-39.92, l1=0.00, cer=32.65-48.36-49.43, time=34.6
epo213 <tr>-<gen>: l_dis=0.19-5.37, l_cla=4.06-4.22, l_rec=21.96-40.64, l1=0.00, cer=36.68-49.84-49.77, time=34.3
epo214 <tr>-<gen>: l_dis=0.20-5.33, l_cla=4.12-4.21, l_rec=19.70-40.70, l1=0.00, cer=32.97-49.56-50.05, time=34.3
epo215 <tr>-<gen>: l_dis=0.21-4.78, l_cla=4.13-4.20, l_rec=21.58-41.36, l1=0.00, cer=37.61-49.46-50.39, time=34.4
epo216 <tr>-<gen>: l_dis=0.18-5.40, l_cla=4.15-4.19, l_rec=19.01-40.77, l1=0.00, cer=31.91-49.97-49.33, time=34.4
epo217 <tr>-<gen>: l_dis=0.21-5.42, l_cla=4.14-4.17, l_rec=20.37-41.16, l1=0.00, cer=34.29-51.42-50.59, time=34.4
epo218 <tr>-<gen>: l_dis=0.21-5.02, l_cla=4.07-4.24, l_rec=19.38-40.99, l1=0.00, cer=33.46-49.28-50.39, time=34.3
epo219 <tr>-<gen>: l_dis=0.19-5.10, l_cla=4.08-4.30, l_rec=20.28-40.41, l1=0.00, cer=33.84-47.77-49.69, time=34.1
epo220 <tr>-<gen>: l_dis=0.17-5.35, l_cla=4.14-4.45, l_rec=18.90-40.34, l1=0.00, cer=31.64-48.36-49.38, time=34.5
EVAL: l_dis=5.719, l_cla=9.479, l_rec=38.503, cer=49.12-49.95, time=11.3
epo221 <tr>-<gen>: l_dis=0.23-5.16, l_cla=4.10-4.56, l_rec=20.97-40.09, l1=0.00, cer=34.68-47.24-49.69, time=33.7
epo222 <tr>-<gen>: l_dis=0.21-4.71, l_cla=4.00-4.55, l_rec=20.59-39.50, l1=0.00, cer=34.43-47.98-49.28, time=34.4
epo223 <tr>-<gen>: l_dis=0.16-5.25, l_cla=4.06-4.15, l_rec=19.18-39.21, l1=0.00, cer=33.15-46.26-47.75, time=34.2
epo224 <tr>-<gen>: l_dis=0.18-5.37, l_cla=4.07-4.16, l_rec=21.81-40.26, l1=0.00, cer=36.10-47.89-50.03, time=34.1
epo225 <tr>-<gen>: l_dis=0.24-4.97, l_cla=4.11-4.38, l_rec=20.95-39.31, l1=0.00, cer=34.40-48.16-47.80, time=34.3
epo226 <tr>-<gen>: l_dis=0.19-5.04, l_cla=4.09-4.19, l_rec=21.78-40.12, l1=0.00, cer=36.95-48.39-48.36, time=34.5
epo227 <tr>-<gen>: l_dis=0.18-5.38, l_cla=4.09-4.29, l_rec=20.58-40.66, l1=0.00, cer=34.44-48.83-49.61, time=34.0
epo228 <tr>-<gen>: l_dis=0.22-5.39, l_cla=4.01-4.44, l_rec=19.56-39.38, l1=0.00, cer=32.54-48.97-47.32, time=34.5
epo229 <tr>-<gen>: l_dis=0.28-4.78, l_cla=4.07-4.82, l_rec=20.57-39.32, l1=0.00, cer=34.41-47.16-46.89, time=34.4
epo230 <tr>-<gen>: l_dis=0.18-5.25, l_cla=4.11-4.16, l_rec=18.77-39.12, l1=0.00, cer=31.55-47.02-47.67, time=34.2
epo231 <tr>-<gen>: l_dis=0.22-5.12, l_cla=4.15-4.24, l_rec=19.81-38.87, l1=0.00, cer=34.27-47.21-47.96, time=34.3
epo232 <tr>-<gen>: l_dis=0.32-5.42, l_cla=4.01-4.43, l_rec=18.69-38.28, l1=0.00, cer=32.57-45.39-47.80, time=34.4
epo233 <tr>-<gen>: l_dis=0.21-4.74, l_cla=4.18-4.42, l_rec=21.37-38.96, l1=0.00, cer=35.48-46.30-47.58, time=34.4
epo234 <tr>-<gen>: l_dis=0.18-4.87, l_cla=4.04-4.23, l_rec=19.28-39.00, l1=0.00, cer=31.77-46.55-45.97, time=34.4
epo235 <tr>-<gen>: l_dis=0.16-5.19, l_cla=4.04-4.32, l_rec=19.81-38.41, l1=0.00, cer=33.28-47.82-47.12, time=34.2
epo236 <tr>-<gen>: l_dis=0.10-5.73, l_cla=4.05-4.22, l_rec=17.31-38.14, l1=0.00, cer=30.46-46.45-46.41, time=34.6
epo237 <tr>-<gen>: l_dis=0.18-5.53, l_cla=4.06-4.23, l_rec=21.00-39.50, l1=0.00, cer=34.49-47.66-47.13, time=34.4
epo238 <tr>-<gen>: l_dis=0.15-5.46, l_cla=4.04-4.17, l_rec=20.54-38.71, l1=0.00, cer=32.81-45.73-47.07, time=34.2
epo239 <tr>-<gen>: l_dis=0.25-5.18, l_cla=4.09-4.18, l_rec=18.76-38.31, l1=0.00, cer=32.52-47.60-45.88, time=34.2
epo240 <tr>-<gen>: l_dis=0.19-7.09, l_cla=4.10-4.28, l_rec=17.74-39.18, l1=0.00, cer=32.16-46.35-48.88, time=35.1
EVAL: l_dis=5.252, l_cla=9.757, l_rec=38.199, cer=46.36-45.95, time=11.5
epo241 <tr>-<gen>: l_dis=0.22-5.05, l_cla=4.06-4.22, l_rec=19.20-38.09, l1=0.00, cer=32.39-45.26-47.28, time=33.9
epo242 <tr>-<gen>: l_dis=0.18-5.14, l_cla=4.05-4.13, l_rec=18.24-38.05, l1=0.00, cer=29.27-46.41-46.40, time=34.6
epo243 <tr>-<gen>: l_dis=0.18-4.42, l_cla=3.98-4.02, l_rec=18.54-36.93, l1=0.00, cer=32.16-44.40-45.15, time=34.3
epo244 <tr>-<gen>: l_dis=0.15-5.09, l_cla=4.05-4.12, l_rec=20.35-37.64, l1=0.00, cer=33.78-46.83-44.96, time=34.2
epo245 <tr>-<gen>: l_dis=0.23-5.68, l_cla=4.05-4.18, l_rec=18.94-37.69, l1=0.00, cer=31.50-44.48-46.49, time=34.2
epo246 <tr>-<gen>: l_dis=0.21-5.08, l_cla=4.01-4.16, l_rec=17.67-38.18, l1=0.00, cer=30.05-47.23-46.89, time=34.4
epo247 <tr>-<gen>: l_dis=0.14-5.05, l_cla=3.97-4.10, l_rec=19.85-37.15, l1=0.00, cer=32.11-44.59-44.31, time=34.3
epo248 <tr>-<gen>: l_dis=0.19-5.72, l_cla=3.99-4.25, l_rec=19.87-37.81, l1=0.00, cer=32.61-46.45-44.32, time=34.3
epo249 <tr>-<gen>: l_dis=0.22-5.24, l_cla=4.00-4.38, l_rec=17.76-37.16, l1=0.00, cer=29.14-45.19-44.09, time=34.5
epo250 <tr>-<gen>: l_dis=0.19-4.96, l_cla=3.88-4.07, l_rec=18.55-35.88, l1=0.00, cer=31.44-44.34-43.07, time=34.4
epo251 <tr>-<gen>: l_dis=0.27-5.32, l_cla=4.16-4.18, l_rec=19.65-36.14, l1=0.00, cer=33.26-44.11-45.04, time=33.6
epo252 <tr>-<gen>: l_dis=0.19-4.37, l_cla=4.06-4.12, l_rec=17.69-36.36, l1=0.00, cer=29.65-43.28-45.28, time=34.0
epo253 <tr>-<gen>: l_dis=0.15-4.90, l_cla=4.02-4.05, l_rec=18.83-36.10, l1=0.00, cer=30.92-43.28-43.98, time=34.6
epo254 <tr>-<gen>: l_dis=0.16-5.68, l_cla=4.04-3.99, l_rec=18.70-36.65, l1=0.00, cer=31.00-43.42-44.92, time=34.4
epo255 <tr>-<gen>: l_dis=0.16-5.35, l_cla=4.02-4.24, l_rec=18.27-36.59, l1=0.00, cer=31.42-43.54-43.81, time=34.6
epo256 <tr>-<gen>: l_dis=0.10-5.91, l_cla=3.99-4.20, l_rec=19.43-36.50, l1=0.00, cer=33.58-44.63-45.86, time=34.6
epo257 <tr>-<gen>: l_dis=0.16-6.43, l_cla=3.85-4.14, l_rec=16.04-36.31, l1=0.00, cer=28.92-44.57-43.25, time=34.6
epo258 <tr>-<gen>: l_dis=0.23-5.33, l_cla=4.01-4.11, l_rec=17.59-36.28, l1=0.00, cer=30.58-44.05-44.22, time=34.6
epo259 <tr>-<gen>: l_dis=0.16-6.00, l_cla=3.98-4.24, l_rec=17.47-36.49, l1=0.00, cer=28.90-45.10-44.80, time=35.0
epo260 <tr>-<gen>: l_dis=0.20-4.79, l_cla=3.99-4.08, l_rec=19.84-35.94, l1=0.00, cer=32.81-43.41-42.75, time=34.4
EVAL: l_dis=5.927, l_cla=9.719, l_rec=34.687, cer=42.60-43.46, time=11.4
epo261 <tr>-<gen>: l_dis=0.14-5.75, l_cla=3.92-4.16, l_rec=18.42-36.08, l1=0.00, cer=30.05-41.77-45.77, time=34.1
epo262 <tr>-<gen>: l_dis=0.17-6.40, l_cla=4.01-4.17, l_rec=19.24-35.63, l1=0.00, cer=30.81-42.62-45.09, time=34.4
epo263 <tr>-<gen>: l_dis=0.13-5.83, l_cla=4.00-4.19, l_rec=18.92-36.56, l1=0.00, cer=32.48-43.39-43.12, time=34.1
epo264 <tr>-<gen>: l_dis=0.13-6.16, l_cla=3.96-4.16, l_rec=17.31-35.28, l1=0.00, cer=27.65-42.64-44.36, time=34.9
epo265 <tr>-<gen>: l_dis=0.20-5.93, l_cla=3.93-4.24, l_rec=17.31-37.03, l1=0.00, cer=28.98-44.28-44.29, time=34.5
epo266 <tr>-<gen>: l_dis=0.18-5.36, l_cla=3.95-4.13, l_rec=19.50-34.93, l1=0.00, cer=30.31-41.36-42.34, time=34.4
epo267 <tr>-<gen>: l_dis=0.14-5.42, l_cla=3.84-4.12, l_rec=19.60-35.45, l1=0.00, cer=32.85-44.01-42.05, time=34.4
epo268 <tr>-<gen>: l_dis=0.17-5.43, l_cla=3.98-4.14, l_rec=17.69-35.22, l1=0.00, cer=29.96-42.24-42.62, time=34.2
epo269 <tr>-<gen>: l_dis=0.18-5.72, l_cla=4.01-4.03, l_rec=20.08-35.38, l1=0.00, cer=33.28-41.43-44.24, time=34.4
epo270 <tr>-<gen>: l_dis=0.17-5.51, l_cla=3.95-4.16, l_rec=20.09-35.46, l1=0.00, cer=33.87-42.95-41.56, time=34.4
epo271 <tr>-<gen>: l_dis=0.16-5.88, l_cla=3.86-4.05, l_rec=19.13-33.87, l1=0.00, cer=31.05-39.36-41.22, time=34.3
epo272 <tr>-<gen>: l_dis=0.17-5.08, l_cla=3.95-4.07, l_rec=17.76-34.58, l1=0.00, cer=28.59-41.67-44.09, time=34.5
epo273 <tr>-<gen>: l_dis=0.41-8.54, l_cla=4.12-5.41, l_rec=17.70-37.22, l1=0.00, cer=30.04-43.37-44.00, time=34.7
epo274 <tr>-<gen>: l_dis=0.85-3.10, l_cla=4.03-4.31, l_rec=17.52-35.38, l1=0.00, cer=27.87-42.22-43.39, time=34.2
epo275 <tr>-<gen>: l_dis=0.29-4.34, l_cla=3.87-4.12, l_rec=17.41-34.72, l1=0.00, cer=28.81-40.66-42.07, time=34.1
epo276 <tr>-<gen>: l_dis=0.37-3.51, l_cla=3.84-3.97, l_rec=17.22-33.86, l1=0.00, cer=27.82-41.88-40.69, time=34.4
epo277 <tr>-<gen>: l_dis=0.21-4.90, l_cla=3.91-4.16, l_rec=18.11-34.64, l1=0.00, cer=29.32-41.96-40.32, time=34.4
epo278 <tr>-<gen>: l_dis=0.22-4.51, l_cla=3.99-3.93, l_rec=18.73-33.24, l1=0.00, cer=29.57-40.26-41.26, time=34.5
epo279 <tr>-<gen>: l_dis=0.27-4.73, l_cla=3.83-4.12, l_rec=17.78-33.51, l1=0.00, cer=28.82-39.44-40.20, time=34.3
epo280 <tr>-<gen>: l_dis=0.15-5.11, l_cla=3.78-4.02, l_rec=16.67-35.16, l1=0.00, cer=28.21-40.80-42.91, time=34.4
EVAL: l_dis=5.569, l_cla=10.445, l_rec=33.094, cer=41.17-40.54, time=11.3
epo281 <tr>-<gen>: l_dis=0.20-5.49, l_cla=3.99-3.98, l_rec=17.93-33.44, l1=0.00, cer=28.61-39.55-41.11, time=33.8
epo282 <tr>-<gen>: l_dis=0.22-4.48, l_cla=3.98-3.98, l_rec=16.44-33.56, l1=0.00, cer=27.00-39.29-40.90, time=34.5
epo283 <tr>-<gen>: l_dis=0.24-5.15, l_cla=3.94-4.00, l_rec=18.58-34.07, l1=0.00, cer=30.26-40.20-40.10, time=34.6
epo284 <tr>-<gen>: l_dis=0.21-4.53, l_cla=3.98-4.03, l_rec=16.25-33.33, l1=0.00, cer=28.43-41.38-38.94, time=34.5
epo285 <tr>-<gen>: l_dis=0.15-5.07, l_cla=3.95-4.14, l_rec=15.99-33.81, l1=0.00, cer=27.20-40.39-40.47, time=34.5
epo286 <tr>-<gen>: l_dis=0.17-5.10, l_cla=3.78-3.87, l_rec=16.18-33.63, l1=0.00, cer=26.29-39.55-41.29, time=34.3
epo287 <tr>-<gen>: l_dis=0.14-6.19, l_cla=3.80-3.93, l_rec=16.91-33.71, l1=0.00, cer=28.95-41.38-40.18, time=34.5
epo288 <tr>-<gen>: l_dis=0.18-4.80, l_cla=3.88-4.05, l_rec=16.94-33.81, l1=0.00, cer=28.42-41.15-41.07, time=34.6
epo289 <tr>-<gen>: l_dis=0.14-5.65, l_cla=3.91-4.06, l_rec=18.29-33.41, l1=0.00, cer=30.74-39.52-38.32, time=34.5
epo290 <tr>-<gen>: l_dis=0.17-5.50, l_cla=3.88-3.92, l_rec=16.20-33.16, l1=0.00, cer=27.09-39.03-38.87, time=34.5
epo291 <tr>-<gen>: l_dis=0.16-4.86, l_cla=3.81-4.06, l_rec=16.93-32.29, l1=0.00, cer=26.79-38.92-40.56, time=34.4
epo292 <tr>-<gen>: l_dis=0.17-5.00, l_cla=3.95-4.42, l_rec=16.16-33.39, l1=0.00, cer=26.42-39.48-40.15, time=34.4
epo293 <tr>-<gen>: l_dis=0.15-5.27, l_cla=3.80-3.93, l_rec=17.97-31.85, l1=0.00, cer=28.71-38.65-38.60, time=34.3
epo294 <tr>-<gen>: l_dis=0.23-4.37, l_cla=4.02-4.15, l_rec=17.00-33.00, l1=0.00, cer=27.05-39.13-40.21, time=34.7
epo295 <tr>-<gen>: l_dis=0.12-5.56, l_cla=3.85-4.21, l_rec=16.37-32.15, l1=0.00, cer=26.68-37.59-39.19, time=34.3
epo296 <tr>-<gen>: l_dis=0.12-6.05, l_cla=3.88-4.17, l_rec=16.87-33.34, l1=0.00, cer=27.27-39.21-40.08, time=34.5
epo297 <tr>-<gen>: l_dis=0.17-5.69, l_cla=3.83-4.12, l_rec=16.86-32.95, l1=0.00, cer=28.47-38.46-39.61, time=34.4
epo298 <tr>-<gen>: l_dis=0.20-5.07, l_cla=3.85-4.03, l_rec=17.50-32.84, l1=0.00, cer=27.61-38.76-39.79, time=34.4
epo299 <tr>-<gen>: l_dis=0.19-4.69, l_cla=4.04-3.92, l_rec=15.50-32.55, l1=0.00, cer=24.96-38.55-39.22, time=34.4
epo300 <tr>-<gen>: l_dis=0.19-5.44, l_cla=3.98-3.94, l_rec=17.08-32.85, l1=0.00, cer=26.99-39.83-39.04, time=34.3
EVAL: l_dis=7.318, l_cla=9.288, l_rec=33.274, cer=42.38-41.08, time=11.5
epo301 <tr>-<gen>: l_dis=0.16-5.16, l_cla=3.90-4.08, l_rec=18.63-33.53, l1=0.00, cer=29.56-39.36-39.72, time=33.5
epo302 <tr>-<gen>: l_dis=0.13-5.70, l_cla=3.77-3.93, l_rec=15.04-32.74, l1=0.00, cer=24.06-38.42-39.98, time=34.2
epo303 <tr>-<gen>: l_dis=0.18-5.11, l_cla=3.94-3.99, l_rec=17.15-32.13, l1=0.00, cer=29.11-38.30-39.16, time=34.6
epo304 <tr>-<gen>: l_dis=0.12-6.39, l_cla=3.81-4.20, l_rec=18.14-32.83, l1=0.00, cer=29.05-37.26-40.82, time=34.6
epo305 <tr>-<gen>: l_dis=0.14-5.80, l_cla=3.97-4.07, l_rec=15.56-33.83, l1=0.00, cer=25.23-38.97-40.64, time=34.8
epo306 <tr>-<gen>: l_dis=0.18-6.07, l_cla=3.84-4.05, l_rec=15.99-32.56, l1=0.00, cer=26.81-36.95-40.07, time=34.7
epo307 <tr>-<gen>: l_dis=0.14-5.31, l_cla=3.91-4.01, l_rec=16.20-31.80, l1=0.00, cer=26.68-39.27-38.39, time=34.7
epo308 <tr>-<gen>: l_dis=0.26-5.44, l_cla=3.87-3.87, l_rec=14.98-32.38, l1=0.00, cer=24.44-35.94-38.62, time=34.6
epo309 <tr>-<gen>: l_dis=0.21-5.29, l_cla=3.89-4.05, l_rec=16.95-31.36, l1=0.00, cer=26.28-38.31-37.71, time=34.8
epo310 <tr>-<gen>: l_dis=0.14-6.19, l_cla=3.83-4.26, l_rec=15.17-32.95, l1=0.00, cer=25.36-38.69-39.24, time=34.4
epo311 <tr>-<gen>: l_dis=0.20-5.91, l_cla=3.88-4.28, l_rec=17.10-32.45, l1=0.00, cer=27.09-38.00-38.15, time=34.3
epo312 <tr>-<gen>: l_dis=0.16-6.22, l_cla=3.82-3.89, l_rec=13.26-32.29, l1=0.00, cer=22.67-38.94-38.08, time=34.6
epo313 <tr>-<gen>: l_dis=0.13-6.55, l_cla=3.88-4.02, l_rec=16.16-32.02, l1=0.00, cer=25.40-38.34-37.03, time=34.7
epo314 <tr>-<gen>: l_dis=0.13-6.22, l_cla=3.80-4.08, l_rec=19.21-31.11, l1=0.00, cer=29.80-37.63-35.73, time=34.5
epo315 <tr>-<gen>: l_dis=0.16-6.57, l_cla=3.92-4.09, l_rec=16.40-31.12, l1=0.00, cer=26.86-36.94-35.50, time=34.5
epo316 <tr>-<gen>: l_dis=0.20-5.61, l_cla=3.86-4.49, l_rec=16.93-32.43, l1=0.00, cer=28.48-37.09-37.17, time=34.5
epo317 <tr>-<gen>: l_dis=0.17-5.85, l_cla=3.74-4.38, l_rec=15.32-31.86, l1=0.00, cer=25.37-35.15-38.31, time=34.5
epo318 <tr>-<gen>: l_dis=0.16-5.66, l_cla=3.87-4.11, l_rec=15.53-31.78, l1=0.00, cer=25.04-37.60-37.97, time=34.4
epo319 <tr>-<gen>: l_dis=0.14-5.92, l_cla=3.76-4.22, l_rec=15.16-31.63, l1=0.00, cer=24.92-38.83-37.10, time=34.4
epo320 <tr>-<gen>: l_dis=0.15-6.19, l_cla=3.89-4.12, l_rec=16.01-31.57, l1=0.00, cer=26.41-36.93-36.84, time=34.4
EVAL: l_dis=4.681, l_cla=9.889, l_rec=29.936, cer=37.53-35.35, time=11.3
epo321 <tr>-<gen>: l_dis=0.17-6.23, l_cla=3.87-4.15, l_rec=16.38-31.59, l1=0.00, cer=27.62-36.08-38.06, time=34.2
epo322 <tr>-<gen>: l_dis=0.21-5.34, l_cla=3.84-4.05, l_rec=16.52-30.73, l1=0.00, cer=27.25-35.67-37.49, time=34.5
epo323 <tr>-<gen>: l_dis=0.18-4.84, l_cla=3.82-4.04, l_rec=15.48-30.53, l1=0.00, cer=25.15-36.72-35.58, time=34.5
epo324 <tr>-<gen>: l_dis=0.11-6.38, l_cla=3.70-3.99, l_rec=15.19-30.80, l1=0.00, cer=24.96-36.31-35.86, time=34.2
epo325 <tr>-<gen>: l_dis=0.16-6.20, l_cla=3.83-3.94, l_rec=16.65-30.48, l1=0.00, cer=26.76-35.34-36.25, time=34.3
epo326 <tr>-<gen>: l_dis=0.21-4.66, l_cla=3.86-4.02, l_rec=15.27-29.89, l1=0.00, cer=23.51-33.63-35.79, time=34.5
epo327 <tr>-<gen>: l_dis=0.15-5.70, l_cla=3.91-3.86, l_rec=17.79-30.26, l1=0.00, cer=29.52-35.84-36.41, time=34.2
epo328 <tr>-<gen>: l_dis=0.16-6.14, l_cla=3.83-3.94, l_rec=16.66-30.42, l1=0.00, cer=27.16-33.32-35.87, time=34.5
epo329 <tr>-<gen>: l_dis=0.19-5.55, l_cla=3.86-4.08, l_rec=14.45-29.54, l1=0.00, cer=25.00-33.74-34.31, time=34.8
epo330 <tr>-<gen>: l_dis=0.20-5.77, l_cla=3.80-4.11, l_rec=15.26-30.43, l1=0.00, cer=23.59-34.55-38.04, time=34.4
